airline	from	to	codeshare	stops	equipment
VY	ORY	MXP		0	321
VY	ORY	OPO		0	321
VY	ORY	TFS		0	320
VY	OVD	ACE		0	320
VY	OVD	PMI		0	320
VY	PMI	GRX		0	320
VY	PMI	LCG		0	320
VY	PMI	MUC		0	320
VY	PMI	ORY		0	321
VY	PMI	SCQ		0	320
VY	PMI	STR		0	320
VY	PMI	SVQ		0	320
VY	PMI	VLC		0	320
VY	PMI	XRY		0	320
VY	PMI	ZAZ		0	320
VY	PMI	ZRH		0	320
VY	SCQ	ACE		0	320
VY	SCQ	AMS		0	320
VY	SCQ	CDG		0	320
VY	SCQ	FCO		0	320
VY	SCQ	FUE		0	320
VY	SCQ	TFN		0	320
VY	SVQ	ACE		0	320
VY	SVQ	CDG		0	320
VY	SVQ	FCO		0	320
VY	SVQ	FUE		0	320
VY	SVQ	IBZ		0	320
VY	SVQ	LCG		0	320
VY	SVQ	LPA		0	320
VY	SVQ	TFN		0	320
VY	SVQ	VLC		0	320
VY	VLC	ALG		0	320
VY	VLC	AMS		0	320
VY	VLC	BRU		0	320
VY	VLC	FCO		0	320
VY	VLC	IBZ		0	320
VY	VLC	LCG		0	320
VY	VLC	ORY		0	320 321
VY	VLC	TFS		0	320
VY	ZRH	ACE		0	320
VZ	BKK	CEI		0	320
VZ	BKK	CNX		0	320
VZ	BKK	DAD		0	320
VZ	BKK	DLI		0	320
VZ	BKK	HKT		0	320
VZ	BKK	KBV		0	320
VZ	BKK	RMQ		0	320
VZ	CEI	HKT		0	320
W2	GRQ	CPH		0	J32
W3	ABV	BCU		0	73G
W3	ABV	BNI		0	73G
W3	ABV	ENU		0	CR9 73G 738
W3	ABV	GMO		0	73G
W3	ABV	IBA		0	73G
W3	ABV	ILR		0	73G
W3	ABV	MIU		0	73G
W3	ABV	PHC		0	73G 738
W3	ABV	QOW		0	CR9 DH4
W3	ABV	QRW		0	DH4
W3	ABV	SKO		0	73G
W3	ABV	YOL		0	CR9 73G
W3	ACC	ROB		0	73G 738
W3	ILR	IBA		0	73G
W3	JOS	KAD		0	73G
W3	GMO	ABV		0	73G
W3	GMO	BCU		0	73G
W3	GMO	YOL		0	73G
W3	LOS	ABV		0	CR9 DH4 73G
W3	LOS	ACC		0	73G 738
W3	LOS	BNI		0	CR9 DH4 73G
W3	LOS	DSS		0	738
W3	LOS	ENU		0	CR9 DH4
W3	LOS	JOS		0	DH4 73G
W3	LOS	KAD		0	DH4 73G
W3	LOS	KAN		0	DH4 738
W3	LOS	LAD		0	CR9
W3	LOS	PHC		0	738
W3	LOS	QRW		0	DH4
W3	PHC	QOW		0	73G
W4	LIM	ANS		0	DH2
W4	LIM	AQP		0	735
W4	LIM	ATA		0	DH2 DH4
W4	LIM	AYP		0	DH4
W4	LIM	CIX		0	735
W4	LIM	CJA		0	735
W4	LIM	CUZ		0	DH2
W4	LIM	HUU		0	DH4
W4	LIM	JAU		0	DH4
W4	LIM	PCL		0	735
W4	LIM	TGI		0	DH2
W4	LIM	TRU		0	DH4 735
W5	AWZ	KHK		0	146
W5	AWZ	PGU		0	310
W5	IKA	ALA		0	310
W5	IKA	BCN		0	346
W5	IKA	BKK		0	310
W5	IKA	CAN		0	346
W5	IKA	DEL		0	310 343
W5	IKA	DXB		0	310 343 346
W5	IKA	EBL		0	310
W5	IKA	ESB		0	310
W5	IKA	EVN		0	310
W5	IKA	FCO		0	346
W5	IKA	IST		0	310 343 346
W5	IKA	ISU		0	310
W5	IKA	KBL		0	310
W5	IKA	KUL		0	343
W5	IKA	LED		0	310
W5	IKA	LHE		0	310
W5	IKA	MXP		0	346
W5	IKA	NJF		0	346
W5	IKA	PEK		0	343 346
W5	IKA	PVG		0	346
W5	IKA	SZX		0	346
W5	IKA	VKO		0	310
W5	KER	ACZ		0	146
W5	KER	IFN		0	146
W5	KER	KIH		0	146
W5	MHD	DEL		0	AB6
W5	MHD	GSM		0	AB6
W5	MHD	KER		0	AB6 146
W5	MHD	KIH		0	310
W5	MHD	LHE		0	310
W5	MHD	PGU		0	AB6
W5	MHD	SRY		0	146
W5	THR	ACZ		0	146
W5	THR	AFZ		0	146
W5	THR	AWZ		0	146
W5	THR	BJB		0	146
W5	THR	BND		0	AB6
W5	THR	BXR		0	146
W5	THR	CQD		0	146
W5	THR	GCH		0	146
W5	THR	GSM		0	146
W5	THR	IFN		0	146
W5	THR	IIL		0	146
W5	THR	JYR		0	146
W5	THR	KER		0	AB6 146
W5	THR	KHD		0	146
W5	THR	KHK		0	146
W5	THR	KIH		0	310
W5	THR	LFM		0	146
W5	THR	MHD		0	AB6
W5	THR	PGU		0	AB6 310
W5	THR	RJN		0	146
W5	THR	SRY		0	146
W5	THR	SYJ		0	146
W5	THR	SYZ		0	146
W5	THR	TCX		0	146
W5	THR	XBJ		0	146
W5	THR	YES		0	146
W5	THR	ZAH		0	310
W5	SYZ	AWZ		0	146
W5	SYZ	KER		0	146
W5	SYZ	KHK		0	146
W6	BCN	CRA		0	320
W6	BCN	CLJ		0	320
W6	BCN	GDN		0	320
W6	BCN	KIV		0	320
W6	BCN	KTW		0	321
W6	BCN	KUT		0	320
W6	BCN	OTP		0	320 321
W6	BCN	SKP		0	320
W6	BCN	SOF		0	321
W6	BCN	TSR		0	320
W6	BCN	WAW		0	321
W6	BEG	BSL		0	320
W6	BEG	FKB		0	320
W6	BEG	HAJ		0	320
W6	BEG	LYS		0	320
W6	BEG	MLA		0	320
W6	BLL	CLJ		0	320
W6	BLL	IAS		0	320
W6	BLL	OTP		0	321
W6	BSL	INI		0	320
W6	BSL	OHD		0	320
W6	BSL	OSI		0	320
W6	BSL	PRN		0	320
W6	BUD	AGP		0	320
W6	BUD	ALC		0	320
W6	BUD	ATH		0	320
W6	BUD	BCN		0	320
W6	BUD	BHX		0	320
W6	BUD	BLQ		0	321
W6	BUD	BRI		0	320 321
W6	BUD	BSL		0	320
W6	BUD	CRL		0	320 321
W6	BUD	CTA		0	321
W6	BUD	DSA		0	320
W6	BUD	DTM		0	320
W6	BUD	DWC		0	320
W6	BUD	EIN		0	320 321
W6	BUD	FCO		0	320
W6	BUD	FRA		0	320
W6	BUD	GLA		0	320
W6	BUD	GOT		0	320
W6	BUD	GYD		0	320
W6	BUD	HAJ		0	320
W6	BUD	IEV		0	320
W6	BUD	KEF		0	321
W6	BUD	KUT		0	320
W6	BUD	LED		0	320
W6	BUD	LIS		0	321
W6	BUD	LCA		0	320
W6	BUD	LGW		0	321
W6	BUD	LPL		0	320
W6	BUD	MAD		0	320
W6	BUD	MLA		0	320
W6	BUD	MMX		0	321
W6	BUD	MXP		0	320 321
W6	BUD	NAP		0	320
W6	BUD	NYO		0	321
W6	BUD	OPO		0	320
W6	BUD	OSL		0	320
W6	BUD	PRN		0	320
W6	BUD	SJJ		0	320
W6	BUD	SKG		0	320
W6	BUD	SKP		0	320
W6	BUD	SOF		0	320
W6	BUD	SVG		0	320
W6	BUD	SXF		0	321
W6	BUD	TGD		0	320
W6	BUD	TGM		0	320
W6	BUD	TFS		0	320
W6	BUD	TIA		0	320
W6	BUD	TLV		0	320 321
W6	BUD	TSE		0	320
W6	BUD	VKO		0	320
W6	BUD	WAW		0	321
W6	BVA	BEG		0	320
W6	BVA	CLJ		0	320
W6	BVA	CRA		0	320
W6	BVA	GDN		0	320
W6	BVA	KIV		0	320
W6	BVA	KUT		0	320
W6	BVA	OTP		0	320
W6	BVA	POZ		0	320
W6	BVA	SKP		0	321
W6	BVA	SOF		0	321
W6	BVA	TSR		0	320
W6	CLJ	BGY		0	320
W6	CLJ	BHX		0	320
W6	CLJ	BLQ		0	320
W6	CLJ	BRI		0	320
W6	CLJ	BSL		0	320
W6	CLJ	CGN		0	320
W6	CLJ	CIA		0	320
W6	CLJ	DSA		0	320
W6	CLJ	DTM		0	320
W6	CLJ	DWC		0	320
W6	CLJ	FMM		0	320
W6	CLJ	HHN		0	320
W6	CLJ	LCA		0	320
W6	CLJ	LGW		0	320
W6	CLJ	LPL		0	320
W6	CLJ	LYS		0	320
W6	CLJ	MLA		0	320
W6	CLJ	MMX		0	320
W6	CLJ	NUE		0	320
W6	CLJ	SXF		0	320
W6	CLJ	TLV		0	320
W6	CLJ	TSF		0	320
W6	CLJ	VIE		0	320
W6	CLJ	VLC		0	320
W6	CLJ	ZAZ		0	320
W6	CPH	KIV		0	320
W6	CPH	SKP		0	320
W6	CRA	BGY		0	320
W6	CRA	BLQ		0	320
W6	CRA	CGN		0	320
W6	CRA	CIA		0	320
W6	CRA	TLV		0	320
W6	CRL	CLJ		0	320
W6	CRL	CRA		0	320
W6	CRL	IAS		0	320
W6	CRL	KIV		0	320
W6	CRL	LJU		0	320
W6	CRL	OTP		0	321
W6	CRL	SKP		0	320
W6	CRL	SOF		0	321
W6	CRL	TSR		0	320
W6	CRL	WAW		0	321
W6	DEB	BCN		0	320
W6	DEB	BSL		0	320
W6	DEB	BVA		0	320
W6	DEB	DSA		0	320
W6	DEB	EIN		0	320
W6	DEB	MXP		0	320
W6	DEB	TLV		0	320
W6	DEB	VKO		0	320
W6	DTM	BEG		0	320
W6	DTM	DEB		0	320
W6	DTM	GDN		0	320
W6	DTM	HRK		0	320
W6	DTM	IAS		0	320
W6	DTM	INI		0	320
W6	DTM	KIV		0	320
W6	DTM	KTW		0	320
W6	DTM	KUT		0	320
W6	DTM	OTP		0	320
W6	DTM	PLQ		0	320
W6	DTM	PRN		0	320
W6	DTM	SBZ		0	320
W6	DTM	SKP		0	320
W6	DTM	SOF		0	320
W6	DTM	SZY		0	320
W6	DTM	TGM		0	320
W6	DTM	TSR		0	320
W6	DTM	TZL		0	320
W6	DTM	VAR		0	320
W6	DTM	WRO		0	320
W6	EIN	BEG		0	320
W6	EIN	CLJ		0	320
W6	EIN	GDN		0	321
W6	EIN	IAS		0	320
W6	EIN	KTW		0	321
W6	EIN	LUZ		0	321
W6	EIN	OTP		0	320
W6	EIN	POZ		0	320
W6	EIN	SKP		0	320
W6	EIN	SOF		0	320
W6	EIN	TZL		0	320
W6	EIN	VAR		0	320
W6	EIN	VIE		0	321
W6	EIN	WAW		0	321
W6	EIN	WRO		0	320
W6	FMM	BEG		0	320
W6	FMM	INI		0	320
W6	FMM	KIV		0	320
W6	FMM	KUT		0	320
W6	FMM	PRN		0	320
W6	FMM	SBZ		0	320
W6	FMM	SKP		0	321
W6	FMM	SOF		0	321
W6	FMM	TGD		0	320
W6	FMM	TGM		0	320
W6	FMM	TSR		0	320
W6	FMM	TZL		0	320
W6	FMM	VAR		0	320
W6	GDN	ABZ		0	320
W6	GDN	AES		0	320
W6	GDN	BGO		0	320
W6	GDN	BGY		0	320
W6	GDN	BOO		0	320
W6	GDN	BRE		0	320
W6	GDN	CGN		0	320
W6	GDN	DSA		0	320
W6	GDN	HAM		0	320
W6	GDN	HAU		0	320
W6	GDN	HRK		0	320
W6	GDN	KEF		0	320
W6	GDN	KRS		0	320
W6	GDN	KUT		0	320
W6	GDN	LGW		0	321
W6	GDN	LPL		0	320
W6	GDN	MOL		0	320
W6	GDN	ODS		0	320
W6	GDN	SVG		0	320
W6	GDN	TKU		0	320
W6	GDN	TOS		0	320
W6	GDN	TRD		0	320
W6	GDN	VIE		0	320
W6	GOT	BEG		0	320
W6	GOT	GDN		0	320
W6	GOT	SKP		0	320
W6	GOT	TZL		0	320
W6	GOT	WAW		0	321
W6	HHN	SBZ		0	320
W6	IAS	BGY		0	320
W6	IAS	BLQ		0	320
W6	IAS	BVA		0	320
W6	IAS	CIA		0	320
W6	IAS	CTA		0	320
W6	IAS	LCA		0	320
W6	IAS	LPL		0	320
W6	IAS	TLV		0	320
W6	IAS	TSF		0	320
W6	IEV	ATH		0	320
W6	IEV	BLL		0	320
W6	IEV	BRE		0	320
W6	IEV	BTS		0	320
W6	IEV	CGN		0	320
W6	IEV	CPH		0	320
W6	IEV	DTM		0	320
W6	IEV	GDN		0	320
W6	IEV	FMM		0	320
W6	IEV	FRA		0	320
W6	IEV	HAJ		0	320
W6	IEV	HAM		0	320
W6	IEV	KRK		0	320
W6	IEV	KTW		0	320
W6	IEV	LCA		0	320
W6	IEV	LEJ		0	320
W6	IEV	LIS		0	320
W6	IEV	NUE		0	320
W6	IEV	POZ		0	320
W6	IEV	SKG		0	320
W6	IEV	SXF		0	320
W6	IEV	TLL		0	320
W6	IEV	VIE		0	320
W6	IEV	WAW		0	320
W6	IEV	WRO		0	320
W6	KIV	BGY		0	320
W6	KIV	BLQ		0	320
W6	KIV	CIA		0	320
W6	KIV	SXF		0	320
W6	KIV	TSF		0	320
W6	KRK	BHX		0	321
W6	KRK	BLL		0	320
W6	KRK	BRI		0	320
W6	KRK	CTA		0	320
W6	KRK	DSA		0	320
W6	KRK	EIN		0	321
W6	KRK	FCO		0	321
W6	KRK	HRK		0	321
W6	KRK	KEF		0	321
W6	KRK	KUT		0	321
W6	KRK	LCA		0	321
W6	KRK	NCE		0	320
W6	KRK	TKU		0	320
W6	KRK	TLV		0	321
W6	KRK	TRN		0	321
W6	KTW	ATH		0	320
W6	KTW	BGO		0	320
W6	KTW	BGY		0	320
W6	KTW	BRS		0	321
W6	KTW	CGN		0	320
W6	KTW	CIA		0	320
W6	KTW	CTA		0	320
W6	KTW	DSA		0	320
W6	KTW	DWC		0	320
W6	KTW	GLA		0	321
W6	KTW	HRK		0	320
W6	KTW	KEF		0	320 321
W6	KTW	LCA		0	321
W6	KTW	LPL		0	320
W6	KTW	MLA		0	320
W6	KTW	SVG		0	321
W6	KTW	TFS		0	320
W6	KTW	TLV		0	320
W6	KUN	AES		0	320
W6	KUN	BGO		0	320 321
W6	KUN	EIN		0	321
W6	KUN	SVG		0	320
W6	KUN	TKU		0	320
W6	KUT	ATH		0	320
W6	KUT	FCO		0	320
W6	KUT	KTW		0	320
W6	KUT	LCA		0	320
W6	KUT	SKG		0	320
W6	KUT	SXF		0	320
W6	KUT	VIE		0	321
W6	KUT	WAW		0	321
W6	KUT	WRO		0	320
W6	LIS	OTP		0	320
W6	LTN	ATH		0	321
W6	LTN	BEG		0	320 321
W6	LTN	BOJ		0	320
W6	LTN	BRI		0	321
W6	LTN	BTS		0	321
W6	LTN	BUD		0	320
W6	LTN	CLJ		0	320
W6	LTN	CND		0	321
W6	LTN	CRA		0	320
W6	LTN	CTA		0	320
W6	LTN	DEB		0	320
W6	LTN	GDN		0	320 321
W6	LTN	IAS		0	320
W6	LTN	IEV		0	320
W6	LTN	KEF		0	321
W6	LTN	KIV		0	320
W6	LTN	KRK		0	320 321
W6	LTN	KSC		0	321
W6	LTN	KTW		0	320
W6	LTN	KUN		0	321
W6	LTN	KUT		0	320
W6	LTN	LCA		0	321
W6	LTN	LED		0	321
W6	LTN	LIS		0	320
W6	LTN	LJU		0	321
W6	LTN	LUZ		0	320 321
W6	LTN	LWO		0	320
W6	LTN	OHD		0	320
W6	LTN	OSL		0	321
W6	LTN	OTP		0	321
W6	LTN	PLQ		0	320
W6	LTN	POZ		0	321
W6	LTN	PRG		0	320
W6	LTN	PRN		0	320
W6	LTN	RIX		0	320
W6	LTN	SBZ		0	320
W6	LTN	SCV		0	321
W6	LTN	SKP		0	320
W6	LTN	SOF		0	320 321
W6	LTN	SUJ		0	320
W6	LTN	SVG		0	321
W6	LTN	SZY		0	320
W6	LTN	TAT		0	320
W6	LTN	TGM		0	320
W6	LTN	TIA		0	320
W6	LTN	TLL		0	321
W6	LTN	TLV		0	320
W6	LTN	TSR		0	320
W6	LTN	VAR		0	320
W6	LTN	VKO		0	321
W6	LTN	VNO		0	321
W6	LTN	WAW		0	320 321
W6	LTN	WRO		0	320
W6	LWO	BTS		0	320
W6	LWO	CPH		0	320
W6	LWO	DTM		0	320
W6	LWO	GDN		0	320
W6	LWO	HHN		0	320
W6	LWO	KTW		0	320
W6	LWO	LWO		0	320
W6	LWO	SXF		0	320
W6	LWO	WRO		0	320
W6	MAD	CLJ		0	320
W6	MAD	CRA		0	320
W6	MAD	OTP		0	321
W6	MAD	SBZ		0	320
W6	MAD	SOF		0	321
W6	MAD	TSR		0	320
W6	MMX	BEG		0	320
W6	MMX	GDN		0	320
W6	MMX	KTW		0	320
W6	MMX	INI		0	320
W6	MMX	OHD		0	320
W6	MMX	OTP		0	320 321
W6	MMX	SKP		0	320
W6	MMX	TZL		0	320
W6	MMX	WAW		0	320 321
W6	MXP	KUT		0	320
W6	MXP	OHD		0	320
W6	MXP	TGD		0	320
W6	NUE	SBZ		0	320
W6	NYO	BEG		0	320
W6	NYO	GDN		0	320 321
W6	NYO	KTW		0	320
W6	NYO	SKP		0	320
W6	NYO	WAW		0	321
W6	NYO	WRO		0	320
W6	OTP	AGP		0	321
W6	OTP	AHO		0	320
W6	OTP	ALC		0	320
W6	OTP	BGY		0	321
W6	OTP	BHX		0	321
W6	OTP	BLQ		0	321
W6	OTP	BRI		0	320
W6	OTP	BSL		0	321
W6	OTP	CIA		0	321
W6	OTP	CTA		0	320
W6	OTP	DSA		0	321
W6	OTP	DWC		0	320
W6	OTP	FMM		0	321
W6	OTP	GVA		0	321
W6	OTP	HAJ		0	320
W6	OTP	LPL		0	320
W6	OTP	LGW		0	321
W6	OTP	MLA		0	320
W6	OTP	NAP		0	321
W6	OTP	NCE		0	321
W6	OTP	NUE		0	321
W6	OTP	NYO		0	321
W6	OTP	PSA		0	320
W6	OTP	TFS		0	320
W6	OTP	TLV		0	320
W6	OTP	TRN		0	321
W6	OTP	TSF		0	320 321
W6	OTP	VLC		0	320
W6	OTP	WAW		0	320
W6	OTP	ZAZ		0	320
W6	POZ	BHX		0	320
W6	POZ	DSA		0	320
W6	POZ	KUT		0	320
W6	PRG	BRI		0	320
W6	PRG	KUT		0	320
W6	RIX	BGO		0	320
W6	RIX	DSA		0	320
W6	RIX	DTM		0	320
W6	RIX	EIN		0	320
W6	RIX	IEV		0	320
W6	RIX	KEF		0	320
W6	RIX	KUT		0	320
W6	RIX	TLV		0	320
W6	RIX	TRF		0	320
W6	SBZ	FKB		0	320
W6	SCV	BGY		0	320
W6	SCV	BLQ		0	320
W6	SCV	CIA		0	320
W6	SKP	BRE		0	320
W6	SKP	BSL		0	320
W6	SKP	BTS		0	321
W6	SKP	CGN		0	321
W6	SKP	CIA		0	321
W6	SKP	FDH		0	320
W6	SKP	FKB		0	321
W6	SKP	HAJ		0	321
W6	SKP	HAM		0	321
W6	SKP	HHN		0	320
W6	SKP	MLA		0	320
W6	SKP	MXP		0	321
W6	SKP	NUE		0	320
W6	SKP	SXF		0	321
W6	SKP	TSF		0	320
W6	SOF	ALC		0	320
W6	SOF	BGY		0	321
W6	SOF	BLQ		0	320
W6	SOF	BRI		0	320
W6	SOF	BTS		0	321
W6	SOF	CPH		0	320
W6	SOF	DWC		0	321
W6	SOF	FRA		0	321
W6	SOF	GVA		0	320
W6	SOF	LCA		0	321
W6	SOF	MLA		0	320
W6	SOF	NCE		0	321
W6	SOF	TLV		0	320
W6	SOF	VLC		0	321
W6	SZZ	BGO		0	320
W6	SZZ	SVG		0	320
W6	TLV	SBZ		0	320
W6	TRF	GDN		0	321
W6	TRF	KTW		0	321
W6	TRF	LUZ		0	321
W6	TRF	OTP		0	320
W6	TRF	POZ		0	321
W6	TRF	SKP		0	320
W6	TRF	SZZ		0	321
W6	TRF	WAW		0	321
W6	TRF	WRO		0	321
W6	TSR	BGY		0	320
W6	TSR	BLQ		0	320
W6	TSR	BRI		0	320
W6	TSR	CIA		0	320
W6	TSR	HHN		0	320
W6	TSR	TLV		0	320
W6	TSR	TSF		0	320
W6	TSR	VLC		0	320
W6	TZL	BSL		0	320
W6	TZL	CGN		0	320
W6	TZL	FDH		0	320
W6	TZL	HHN		0	320
W6	TZL	SXF		0	320
W6	TZL	VIE		0	320
W6	VLC	TSR		0	320
W6	VIE	AGP		0	321
W6	VIE	BGO		0	321
W6	VIE	BLL		0	320
W6	VIE	BRI		0	321
W6	VIE	CTA		0	321
W6	VIE	DTM		0	320
W6	VIE	FCO		0	321
W6	VIE	HRK		0	320
W6	VIE	INI		0	321
W6	VIE	KEF		0	321
W6	VIE	LCA		0	320
W6	VIE	LIS		0	321
W6	VIE	MAD		0	321
W6	VIE	MLA		0	320
W6	VIE	MMX		0	321
W6	VIE	MXP		0	321
W6	VIE	NCE		0	321
W6	VIE	NYO		0	321
W6	VIE	OHD		0	320
W6	VIE	SKG		0	320
W6	VIE	TFS		0	320
W6	VIE	TLV		0	321
W6	VIE	VAR		0	321
W6	VIE	VLC		0	321
W6	VNO	BCN		0	320
W6	VNO	BFS		0	321
W6	VNO	BLL		0	320
W6	VNO	BVA		0	321
W6	VNO	DSA		0	321
W6	VNO	DTM		0	320
W6	VNO	EIN		0	320
W6	VNO	IEV		0	320
W6	VNO	KUT		0	321
W6	VNO	LCA		0	321
W6	VNO	LWO		0	321
W6	VNO	MXP		0	320 321
W6	VNO	TLV		0	321
W6	VNO	TRF		0	321
W6	VAR	HAM		0	320
W6	VAR	LCA		0	320
W6	VAR	LPL		0	320
W6	VAR	VIE		0	320
W6	WAW	BHX		0	321
W6	WAW	BGO		0	320
W6	WAW	BGY		0	321
W6	WAW	CTA		0	320
W6	WAW	DSA		0	320
W6	WAW	FCO		0	320 321
W6	WAW	KEF		0	320 321
W6	WAW	LCA		0	321
W6	WAW	LPL		0	321
W6	WAW	LYS		0	321
W6	WAW	MLA		0	321
W6	WAW	RAK		0	320
W6	WAW	TLV		0	320
W6	WAW	VIE		0	321
W6	WRO	BHX		0	320
W6	WRO	DSA		0	320
W6	WRO	HRK		0	320
W6	WRO	KEF		0	320
WB	ABJ	DSS		0	73W
WB	ACC	ABV		0	73W
WB	BOM	CAN		0	332
WB	BRU	LGW		0	333
WB	BZV	DLA		0	73W
WB	COO	ABJ		0	73W
WB	COO	DLA		0	73W
WB	COO	LBV		0	73W
WB	DAR	JRO		0	DH4
WB	DLA	LBV		0	738
WB	DXB	MBA		0	332
WB	EBB	JUB		0	DH4
WB	EBB	NBO		0	CR9
WB	HRE	CPT		0	332 333
WB	KGL	ABV		0	73W
WB	KGL	BJM		0	DH4
WB	KGL	BOM		0	332
WB	KGL	BRU		0	333
WB	KGL	BZV		0	73W
WB	KGL	DAR		0	DH4
WB	KGL	DLA		0	73W
WB	KGL	DXB		0	332 738
WB	KGL	EBB		0	DH4 73W
WB	KGL	FIH		0	73W
WB	KGL	HRE		0	332 333
WB	KGL	JNB		0	738
WB	KGL	JRO		0	DH4
WB	KGL	KME		0	DH4
WB	KGL	LOS		0	738 332
WB	KGL	LUN		0	332 738
WB	KGL	MBA		0	332
WB	KGL	NBO		0	CR9
WB	LUN	HRE		0	73W 738
WB	LUN	JNB		0	332 738
WE	BKK	BOM		0	320
WE	BKK	CCU		0	320
WE	BKK	CEI		0	320
WE	BKK	CGO		0	320
WE	BKK	CKG		0	320
WE	BKK	CNX		0	320
WE	BKK	CSX		0	320
WE	BKK	HDY		0	320
WE	BKK	HKG		0	320
WE	BKK	HKT		0	320
WE	BKK	JAI		0	320
WE	BKK	KBV		0	320
WE	BKK	KKC		0	320
WE	BKK	KHH		0	320
WE	BKK	KUL		0	320
WE	BKK	LKO		0	320
WE	BKK	LPQ		0	320
WE	BKK	NAW		0	320
WE	BKK	PEN		0	320
WE	BKK	PNH		0	320
WE	BKK	REP		0	320
WE	BKK	RGN		0	320
WE	BKK	UBP		0	320
WE	BKK	URT		0	320
WE	BKK	UTH		0	320
WE	BKK	VTE		0	320
WE	CNX	HKT		0	320
WE	HKT	HKG		0	320
WF	AES	KSU		0	DH1
WF	AES	TRD		0	DH1
WF	ALF	HFT		0	DH1
WF	ALF	KKN		0	DH1 DH2
WF	ALF	SOJ		0	DH1
WF	ALF	VDS		0	DH1 DH2
WF	BGO	AES		0	DH4
WF	BGO	ABZ		0	DH4
WF	BGO	BLL		0	DH4
WF	BGO	BOO		0	DH4
WF	BGO	FDE		0	DH1
WF	BGO	FRO		0	DH1
WF	BGO	GOT		0	DH4
WF	BGO	HAM		0	DH4 290
WF	BGO	KRS		0	DH3 DH4
WF	BGO	KSU		0	DH3 DH4
WF	BGO	LPL		0	290
WF	BGO	MOL		0	DH3
WF	BGO	MUC		0	290
WF	BGO	SOG		0	DH1
WF	BGO	SVG		0	DH3 DH4
WF	BGO	TOS		0	DH4 290
WF	BGO	TRF		0	DH3 DH4 290
WF	BJF	BVG		0	DH1
WF	BJF	MEH		0	DH1
WF	BJF	VAW		0	DH1
WF	BJF	VDS		0	DH1
WF	BOO	ANX		0	DH1
WF	BOO	BNN		0	DH3
WF	BOO	EVE		0	DH1 DH3
WF	BOO	LKN		0	DH1 DH2
WF	BOO	MJF		0	DH1
WF	BOO	MQN		0	DH1
WF	BOO	RET		0	DH1
WF	BOO	SKN		0	DH1 DH2
WF	BOO	SSJ		0	DH1
WF	BOO	SVJ		0	DH1
WF	BOO	TOS		0	DH1 DH3
WF	EVE	ANX		0	DH3
WF	EVE	TOS		0	DH1 DH3
WF	EVE	TRD		0	DH4
WF	FRO	FDE		0	DH1
WF	FRO	HOV		0	DH1
WF	HFT	BVG		0	DH1 DH2
WF	HFT	HAA		0	DH1 DH2
WF	HFT	HVG		0	DH1 DH2
WF	HFT	MEH		0	DH1 DH2
WF	HFT	SOJ		0	DH1 DH2
WF	HFT	TOS		0	DH1 DH2
WF	HFT	VDS		0	DH1 DH2
WF	KKN	TOS		0	DH1 DH3
WF	KKN	VAW		0	DH1 DH2
WF	KKN	VDS		0	DH1 DH2
WF	KRS	CPH		0	DH4
WF	KRS	STN		0	DH4
WF	MEH	BJF		0	DH1 DH2
WF	MEH	HVG		0	DH1 DH2
WF	MEH	VDS		0	DH1 DH2
WF	OSL	BNN		0	DH1
WF	OSL	FDE		0	DH1
WF	OSL	FRO		0	DH1
WF	OSL	GOT		0	DH3
WF	OSL	HOV		0	DH1
WF	OSL	LKN		0	DH1
WF	OSL	MQN		0	DH1
WF	OSL	RRS		0	DH1
WF	OSL	SDN		0	DH1
WF	OSL	SOG		0	DH1
WF	OSL	SSJ		0	DH1
WF	OSL	SVJ		0	DH1
WF	RVK	OSY		0	DH1
WF	RVK	TRD		0	DH1
WF	SDN	SOG		0	DH1
WF	SKN	SVJ		0	DH1
WF	SKN	TOS		0	DH1
WF	SOG	HOV		0	DH1
WF	SOG	SDN		0	DH1
WF	SSJ	BNN		0	DH1
WF	SSJ	TRD		0	DH1 DH3
WF	SVG	ABZ		0	DH4
WF	SVG	KRS		0	DH4
WF	SVG	TRF		0	DH3 DH4
WF	TOS	ALF		0	DH1 DH2
WF	TOS	ANX		0	DH1 DH2
WF	TOS	HAA		0	DH1 DH2
WF	TOS	LKL		0	DH1 DH3
WF	TOS	LKN		0	DH1 DH2
WF	TOS	SOJ		0	DH1 DH2
WF	TOS	VDS		0	DH1 DH2
WF	TRD	BNN		0	DH1 DH3
WF	TRD	KRS		0	DH4
WF	TRD	KSU		0	DH1
WF	TRD	MJF		0	DH1
WF	TRD	MQN		0	DH1
WF	TRD	OSY		0	DH1
WF	TRD	TRF		0	DH4
WF	TRF	CPH		0	DH4
WF	TRF	TRD		0	DH4
WF	VDS	VAW		0	DH1
WG	CCC	MZO		0	73H
WG	CMW	MZO		0	73H
WG	VRA	SNU		0	73H
WG	YQB	CUN		0	73H
WG	YQB	SNU		0	73H
WG	YQB	VRA		0	73H
WG	YUL	ANU		0	73H
WG	YUL	CCC		0	73H
WG	YUL	HOG		0	73H
WG	YUL	MBJ		0	73H
WG	YUL	SNU		0	73H
WG	YUL	VRA		0	73H
WG	YVR	CUN		0	73H
WG	YVR	VRA		0	73H
WG	YYZ	CCC		0	73H
WG	YYZ	FLL		0	73H
WG	YYZ	HOG		0	73H
WG	YYZ	MBJ		0	73H
WG	YYZ	MCO		0	73H
WG	YYZ	PUJ		0	73H
