airline	from	to	codeshare	stops	equipment
V7	LIL	BIA		0	319
V7	LIL	MPL		0	319
V7	MRS	CFR		0	717
V7	MRS	PRG		0	717
V7	NAP	CAG		0	717
V7	NAP	GOA		0	717
V7	NCE	LUX		0	717
V7	NTE	ACE		0	319
V7	NTE	AGP		0	319
V7	NTE	BIA		0	319
V7	NTE	FAO		0	319
V7	NTE	FUE		0	319
V7	NTE	LPA		0	319
V7	NTE	MAD		0	319
V7	NTE	MPL		0	319
V7	NTE	PRG		0	319
V7	NTE	PMI		0	319
V7	NTE	SXB		0	319
V7	NTE	TFS		0	319
V7	NTE	TLS		0	319
V7	NTE	VCE		0	717
V7	NTE	VIE		0	319
V7	NTE	VLC		0	319
V7	OVD	AGP		0	717
V7	OVD	ALC		0	717
V7	OVD	SVQ		0	717
V7	OVD	TFS		0	717
V7	OVD	VLC		0	319
V7	PMO	AOI		0	717
V7	PMO	BRI		0	717
V7	PMO	GOA		0	717
V7	PMO	NAP		0	717
V7	PMO	TRN		0	717
V7	PMO	VCE		0	717
V7	PMO	VRN		0	319
V7	SXB	MRS		0	717
V7	SXB	NCE		0	717
V7	SVQ	BIO		0	717
V7	SVQ	SDR		0	717
V7	TLS	BIA		0	319
V7	TLS	BES		0	319
V7	TLS	CFR		0	319
V7	TLS	PRG		0	319
V7	TLS	SXB		0	319
V7	TLS	TFS		0	319
V7	TLS	VCE		0	319 717
V7	TRN	CAG		0	717
V7	VCE	ATH		0	717
V7	VCE	BRI		0	717
V7	VCE	MRS		0	717
V7	VRN	BRI		0	319
V7	VRN	SUF		0	319
VA	ADL	ASP		0	73H
VA	ADL	ASP	*	0	100
VA	ADL	BNE		0	73H
VA	ADL	CBR		0	73H
VA	ADL	MEL		0	73H
VA	ADL	OOL		0	73H
VA	ADL	PER		0	73H
VA	ADL	PER	*	0	100
VA	ADL	SYD		0	73H
VA	AKL	BNE		0	73H
VA	AKL	MEL		0	73H
VA	AKL	NTL		0	73H
VA	AKL	OOL		0	73H
VA	AKL	RAR		0	73H
VA	AKL	SYD		0	73H
VA	AKL	TBU		0	73H
VA	BNE	APW		0	73H
VA	BNE	ASP	*	0	100
VA	BNE	BDB	*	0	F70
VA	BNE	CBR		0	73H
VA	BNE	CHC		0	73H
VA	BNE	CNJ	*	0	100
VA	BNE	CNS		0	73H
VA	BNE	DPS		0	73H
VA	BNE	DRW		0	73H
VA	BNE	DUD		0	73H
VA	BNE	EMD	*	0	F70
VA	BNE	GLT	*	0	F70
VA	BNE	HBA		0	73H
VA	BNE	HIR		0	73H
VA	BNE	HTI		0	73H
VA	BNE	ISA	*	0	100
VA	BNE	LAX		0	77W
VA	BNE	LST		0	73H
VA	BNE	MEL		0	73H
VA	BNE	MKY		0	73H
VA	BNE	NAN		0	73H
VA	BNE	NTL		0	73H
VA	BNE	NTL	*	0	100
VA	BNE	PER		0	332 73H
VA	BNE	POM		0	73H
VA	BNE	PPP		0	73H
VA	BNE	PQQ	*	0	F70
VA	BNE	ROK	*	0	100
VA	BNE	SYD		0	73H
VA	BNE	TSV		0	73H
VA	BNE	VLI		0	73H
VA	BNE	WLG		0	73H
VA	BNE	ZQN		0	73H
VA	BQB	BYP	*	0	100
VA	BQB	GET	*	0	100
VA	CNJ	ISA	*	0	100
VA	DRW	ASP		0	73H
VA	DRW	ASP	*	0	100
VA	MEL	CBR		0	AT7 73H
VA	MEL	CHC		0	73H
VA	MEL	CNS		0	73H
VA	MEL	DRW		0	73H
VA	MEL	HBA		0	73H
VA	MEL	HKG		0	332
VA	MEL	HTI		0	73H
VA	MEL	KGI	*	0	320
VA	MEL	LAX		0	77W
VA	MEL	LST		0	73H
VA	MEL	MCY		0	73H
VA	MEL	MQL		0	73H
VA	MEL	NAN		0	73H
VA	MEL	NTL		0	73H
VA	MEL	OOL		0	73H
VA	MEL	PER		0	332 73H
VA	MEL	SYD		0	332 73H
VA	MEL	ZQN		0	73H
VA	OCM	ALH		0	100
VA	OCM	BQB		0	100
VA	OCM	BYP		0	100
VA	OCM	GET		0	100
VA	OOL	CBR		0	73H
VA	PER	ALH	*	0	100
VA	PER	BME	*	0	100
VA	PER	BQB	*	0	100
VA	PER	BYP	*	0	100 320
VA	PER	CCK	*	0	320
VA	PER	CJF	*	0	320
VA	PER	DRW		0	73H
VA	PER	DRW	*	0	320
VA	PER	GET	*	0	100
VA	PER	GYL	*	0	100 320
VA	PER	HBA		0	73H
VA	PER	KGI		0	73H
VA	PER	KGI	*	0	100
VA	PER	KNX	*	0	100
VA	PER	KTA	*	0	100
VA	PER	NIF	*	0	100
VA	PER	OCM		0	73H
VA	PER	OCM	*	0	100 320
VA	PER	ONS	*	0	100
VA	PER	OOL		0	73H
VA	PER	PBO	*	0	100
VA	PER	PHE		0	73H
VA	PER	PHE	*	0	100
VA	PER	WLP	*	0	100 320
VA	PER	WWI	*	0	100
VA	PER	XCH	*	0	320
VA	PER	ZNE		0	73H
VA	PER	ZNE	*	0	100
VA	PHE	DPS		0	73H
VA	SYD	ABX		0	AT7
VA	SYD	APW		0	73H
VA	SYD	AYQ		0	73H
VA	SYD	BNK		0	73H
VA	SYD	CBR		0	AT7
VA	SYD	CFS		0	73H
VA	SYD	CHC		0	73H
VA	SYD	CNS		0	73H
VA	SYD	DPS		0	73H
VA	SYD	DRW		0	73H
VA	SYD	HBA		0	73H
VA	SYD	HKG		0	332
VA	SYD	HTI		0	73H
VA	SYD	HVB		0	73H
VA	SYD	LAX		0	77W
VA	SYD	LST		0	73H
VA	SYD	MCY		0	73H
VA	SYD	NAN		0	332 73H
VA	SYD	OOL		0	73H
VA	SYD	PER		0	332 73H
VA	SYD	PQQ		0	AT7
VA	SYD	TBU		0	73H
VA	SYD	TMW		0	AT7
VA	SYD	TSV		0	73H
VA	SYD	WLG		0	73H
VA	SYD	ZQN		0	73H
VA	WLP	BME		0	100
VA	WLP	BQB		0	100
VA	WLP	BYP		0	100
VA	XCH	CCK	*	0	320
VB	BJX	CJS		0	320
VB	BJX	TIJ		0	320
VB	CUL	LAP		0	320
VB	CUL	SJD		0	320
VB	CUL	TIJ		0	320
VB	CUN	BJX		0	320
VB	CUN	CJS		0	320
VB	CUN	CUU		0	320
VB	CUN	GDL		0	320
VB	CUN	MTY		0	320
VB	CUN	PBC		0	320
VB	CUN	QRO		0	320
VB	CUN	REX		0	320
VB	CUN	SJO		0	320
VB	CUN	TAM		0	320
VB	CUN	TGZ		0	320
VB	CUN	TLC		0	320
VB	CUN	TRC		0	320
VB	CUN	VER		0	320
VB	CUN	VSA		0	320
VB	GDL	CJS		0	320
VB	GDL	CUL		0	320
VB	GDL	CUU		0	320
VB	GDL	HMO		0	320
VB	GDL	LAP		0	320
VB	GDL	LAX		0	320
VB	GDL	MID		0	320
VB	GDL	MTY		0	320
VB	GDL	MXL		0	320
VB	GDL	PBC		0	320
VB	GDL	PVR		0	320
VB	GDL	REX		0	320
VB	GDL	SJD		0	320
VB	GDL	TAM		0	320
VB	GDL	TGZ		0	320
VB	GDL	TIJ		0	320
VB	GDL	VSA		0	320
VB	GDL	VER		0	320
VB	MEX	CJS		0	320
VB	MEX	CUL		0	320
VB	MEX	CUN		0	320
VB	MEX	CUU		0	320
VB	MEX	GDL		0	320
VB	MEX	HUX		0	320
VB	MEX	JFK		0	320
VB	MEX	LAS		0	320
VB	MEX	MID		0	320
VB	MEX	MTY		0	320
VB	MEX	MZT		0	320
VB	MEX	PVR		0	320
VB	MEX	PXM		0	320
VB	MEX	REX		0	320
VB	MEX	SJD		0	320
VB	MEX	TGZ		0	320
VB	MEX	TIJ		0	320
VB	MEX	TRC		0	320
VB	MEX	VSA		0	320
VB	MEX	ZIH		0	320
VB	MEX	ZCL		0	320
VB	MTY	ACA		0	320
VB	MTY	BJX		0	320
VB	MTY	CEN		0	320
VB	MTY	CJS		0	320
VB	MTY	CUL		0	320
VB	MTY	CUU		0	320
VB	MTY	DGO		0	320
VB	MTY	HMO		0	320
VB	MTY	IAH		0	320
VB	MTY	MID		0	320
VB	MTY	MLM		0	320
VB	MTY	MXL		0	320
VB	MTY	MZT		0	320
VB	MTY	OAX		0	320
VB	MTY	QRO		0	320
VB	MTY	PBC		0	320
VB	MTY	PVR		0	320
VB	MTY	SJD		0	320
VB	MTY	TAM		0	320
VB	MTY	TGZ		0	320
VB	MTY	TIJ		0	320
VB	MTY	TLC		0	320
VB	MTY	VSA		0	320
VB	MTY	VER		0	320
VB	VER	MID		0	320
VB	VER	REX		0	320
VB	VSA	MID		0	320
VB	VSA	TAM		0	320
VE	BAQ	VUP		0	AT7 J41
VE	BGA	AUC		0	AT7 J41
VE	BGA	BAQ		0	AT7 J41
VE	BGA	CTG		0	AT7 J41
VE	BGA	CUC		0	AT7 J41
VE	BGA	EOH		0	AT7 J41
VE	BGA	EYP		0	AT7 J41
VE	BGA	MDE		0	J41
VE	BGA	PEI		0	AT7 J41
VE	BOG	EYP		0	AT7 J41
VE	BOG	FLA		0	AT7
VE	BOG	MZL		0	AT7 J41
VE	BOG	NVA		0	AT7 J41
VE	BOG	PEI		0	AT7 J41
VE	BOG	PPN		0	AT7 J41
VE	BOG	PUU		0	AT7
VE	BOG	UIB		0	AT7 J41
VE	CLO	IBE		0	J41
VE	CLO	NVA		0	J41
VE	CLO	PUU		0	J41
VE	CLO	UIB		0	J41
VE	CUC	AUC		0	AT7 J41
VE	CUC	TIB		0	AT7
VE	EOH	APO		0	AT7 J41
VE	EOH	AXM		0	AT7 J41
VE	EOH	CUC		0	AT7 J41
VE	EOH	CZU		0	AT7 J41
VE	EOH	IBE		0	AT7 J41
VE	EOH	MTR		0	AT7 J41
VE	EOH	MZL		0	AT7 J41
VE	EOH	PEI		0	AT7 J41
VE	EOH	UIB		0	AT7 J41
VE	MDE	MTR		0	AT7
VE	MDE	PEI		0	AT7 J41
VE	MTR	BAQ		0	AT7 J41
VE	MTR	CTG		0	AT7 J41
VE	UIB	APO		0	J41
VH	BOG	ADZ		0	320
VH	BOG	BGA		0	320
VH	BOG	CTG		0	320
VH	BOG	CUC		0	320
VH	BOG	LIM		0	320
VH	BOG	MDE		0	320
VH	BOG	MTR		0	320
VH	BOG	PEI		0	320
VH	BOG	RCH		0	320
VH	BOG	SMR		0	320
VH	CTG	ADZ		0	320
VH	CTG	PEI		0	320
VH	MDE	ADZ		0	320
VH	MDE	CTG		0	320
VH	MDE	LIM		0	320
VH	MDE	MIA		0	320
VH	MDE	MTR		0	320
VH	MDE	SMR		0	320
VH	SMR	ADZ		0	320
VH	SMR	BGA		0	320
VH	SMR	MIA		0	320
VH	SMR	PEI		0	320
VIT	CGK	KTG		0	146
VIT	DPS	LBJ		0	146
VIT	PKY	PKN		0	DHT
VIT	SRI	BPN		0	DHT
VIT	SRI	DTD		0	DHT
VIT	SRI	LPU		0	DHT
VJ	CXR	DAD		0	321
VJ	CXR	ICN		0	321
VJ	CXR	THD		0	321
VJ	DAD	HPH		0	321
VJ	DAD	ICN		0	321
VJ	DAD	TAE		0	321
VJ	DAD	VCA		0	320
VJ	HAN	BKK		0	321
VJ	HAN	BMV		0	320
VJ	HAN	CXR		0	321
VJ	HAN	DAD		0	320 321
VJ	HAN	DLI		0	320 321
VJ	HAN	HUI		0	321
VJ	HAN	KHH		0	320
VJ	HAN	ICN		0	321
VJ	HAN	NRT		0	321
VJ	HAN	PUS		0	321
VJ	HAN	PQC		0	320 321
VJ	HAN	PXU		0	320 321
VJ	HAN	REP		0	320
VJ	HAN	RMQ		0	320
VJ	HAN	SIN		0	320
VJ	HAN	RGN		0	320
VJ	HAN	TBB		0	321
VJ	HAN	TPE		0	320
VJ	HAN	UIH		0	320 321
VJ	HAN	VCA		0	320 321
VJ	HAN	VCL		0	321
VJ	HAN	VDH		0	321
VJ	HPH	BKK		0	320
VJ	HPH	BMV		0	320
VJ	HPH	CXR		0	321
VJ	HPH	DLI		0	320
VJ	HPH	ICN		0	320
VJ	HPH	PQC		0	320
VJ	HPH	PXU		0	320
VJ	PQC	HKG		0	320
VJ	PQC	ICN		0	320
VJ	SGN	BKK		0	320 321
VJ	SGN	BMV		0	320 321
VJ	SGN	CNX		0	320
VJ	SGN	CXR		0	320 321
VJ	SGN	DAD		0	320 321
VJ	SGN	DLI		0	320 321
VJ	SGN	HAN		0	320 321
VJ	SGN	HKG		0	320
VJ	SGN	HKT		0	320
VJ	SGN	HPH		0	320 321
VJ	SGN	HUI		0	320 321
VJ	SGN	ICN		0	321
VJ	SGN	KHH		0	321
VJ	SGN	KUL		0	320
VJ	SGN	PQC		0	320 321
VJ	SGN	PXU		0	320
VJ	SGN	RMQ		0	321
VJ	SGN	SIN		0	320
VJ	SGN	TBB		0	321
VJ	SGN	THD		0	320 321
VJ	SGN	TNN		0	321
VJ	SGN	TPE		0	321
VJ	SGN	UIH		0	320 321
VJ	SGN	VCL		0	320 321
VJ	SGN	VDH		0	321
VJ	SGN	VDO		0	320
VJ	SGN	VII		0	320 321
VJ	VII	BMV		0	320
VJ	VII	DLI		0	320
VJ	VII	PXU		0	321
VK	AMS	BCN		0	321
VK	AMS	MXP		0	321
VK	VIE	AGP		0	321
VK	VIE	ALC		0	321
VK	VIE	AMS		0	321
VK	VIE	BCN		0	321
VK	VIE	BIO		0	321
VK	VIE	CDG		0	321
VK	VIE	CPH		0	321
VK	VIE	HAM		0	321
VK	VIE	LGW		0	321
VK	VIE	PMI		0	321
VL	ABV	MIU		0	734 735
VL	ABV	YOL		0	734 735
VL	ENU	PHC		0	734 735
VL	LOS	ABV		0	734 735
VL	LOS	ACC		0	734 735
VL	LOS	ENU		0	734 735
VL	LOS	PHC		0	734 735
VN	CXR	CZX		0	321
VN	CXR	ICN		0	321
VN	CXR	NKG		0	321
VN	CXR	NNG		0	321
VN	DAD	BMV		0	321
VN	DAD	CAN		0	321
VN	DAD	CTU		0	321
VN	DAD	CXR		0	321
VN	DAD	DLI		0	321
VN	DAD	HAN		0	321
VN	DAD	HGH		0	321
VN	DAD	HPH		0	321
VN	DAD	ICN		0	321
VN	DAD	KIX		0	321
VN	DAD	NRT		0	321
VN	DAD	SGN		0	321
VN	DAD	VCA		0	321
VN	HAN	BKK		0	321
VN	HAN	BMV		0	321
VN	HAN	CAN		0	321
VN	HAN	CDG		0	359
VN	HAN	CTU		0	321
VN	HAN	CXR		0	321
VN	HAN	DIN		0	AT7
VN	HAN	DLI		0	321
VN	HAN	FRA		0	789
VN	HAN	FUK		0	321
VN	HAN	HKG		0	321
VN	HAN	HND		0	359
VN	HAN	HUI		0	321
VN	HAN	ICN		0	359 789
VN	HAN	KHH		0	321
VN	HAN	KIX		0	789
VN	HAN	KUL		0	321
VN	HAN	LHR		0	789
VN	HAN	LPQ		0	321
VN	HAN	NGO		0	359
VN	HAN	NRT		0	359
VN	HAN	PUS		0	332
VN	HAN	PEK		0	789
VN	HAN	PQC		0	321
VN	HAN	PVG		0	359
VN	HAN	PXU		0	321
VN	HAN	REP		0	321
VN	HAN	RGN		0	321
VN	HAN	SIN		0	321
VN	HAN	SGN		0	321 332 359 789
VN	HAN	SVO		0	789
VN	HAN	SYD		0	789
VN	HAN	TBB		0	321
VN	HAN	TPE		0	321
VN	HAN	UIH		0	321
VN	HAN	VCA		0	321
VN	HAN	VCL		0	321
VN	HAN	VDH		0	AT7 321
VN	HAN	VII		0	AT7 321
VN	HAN	VTE		0	321
VN	PNH	VTE		0	321
VN	REP	LPQ		0	321
VN	SGN	BKK		0	321 789
VN	SGN	BMV		0	321
VN	SGN	CAH		0	AT7
VN	SGN	CAN		0	321
VN	SGN	CDG		0	359
VN	SGN	CGK		0	321
VN	SGN	CXR		0	321
VN	SGN	DLI		0	321
VN	SGN	FUK		0	321
VN	SGN	FRA		0	789
VN	SGN	HKG		0	321
VN	SGN	HPH		0	321
VN	SGN	HUI		0	321
VN	SGN	ICN		0	321 359
VN	SGN	KHH		0	321
VN	SGN	KIX		0	789
VN	SGN	KUL		0	321
VN	SGN	LHR		0	789
VN	SGN	MEL		0	359
VN	SGN	NGO		0	321
VN	SGN	NRT		0	359
VN	SGN	PNH		0	321
VN	SGN	PQC		0	321
VN	SGN	PUS		0	359
VN	SGN	PVG		0	359
VN	SGN	PXU		0	321
VN	SGN	REP		0	321
VN	SGN	RGN		0	321
VN	SGN	SIN		0	321 359
VN	SGN	SYD		0	789
VN	SGN	TPE		0	321
VN	SGN	THD		0	321
VN	SGN	UIH		0	321
VN	SGN	VCL		0	321
VN	SGN	VCS		0	AT7
VN	SGN	VDO		0	321
VN	SGN	VDH		0	321
VN	SGN	VII		0	321
VN	SGN	VKG		0	AT7
VN	VCA	PQC		0	AT7
VN	VCS	VCA		0	AT7
VNE	CUR	MAR		0	732
VNE	CUR	MUN		0	732
VNE	CUR	PMV		0	732
VNE	CUR	POS		0	M83
VNE	CUR	SDQ		0	M83
VNE	MAR	PTY		0	M83
VOC	GUA	MEX		0	320
VOC	GUA	TIJ		0	319
VOC	SAL	GUA		0	319
VOC	SAL	IAD		0	319
VOC	SAL	MGA		0	319
VOC	SAL	TIJ		0	319
VOC	SJO	CUN		0	320
VOC	SJO	GDL		0	320
VOC	SJO	GUA		0	320
VOC	SJO	MEX		0	320
VOC	SJO	MGA		0	319
VOC	SJO	SAL		0	319
VP	GAN	VAM		0	AT7
VP	MLE	DRV		0	AT7
VP	MLE	GAN		0	AT7
VP	MLE	VAM		0	AT7
VQ	DAC	BZL		0	AT7
VQ	DAC	CCU		0	AT7
VQ	DAC	CGP		0	AT7
VQ	DAC	CXB		0	AT7
VQ	DAC	JSR		0	AT7
VQ	DAC	RJH		0	AT7
VQ	DAC	SPD		0	AT7
VQ	DAC	ZYL		0	AT7
VR	RAI	FOR		0	752
VR	RAI	LIS		0	752
VR	RAI	PVD		0	752
VR	RAI	REC		0	752
VS	LGW	ANU		0	332
VS	LGW	BGI		0	332
VS	LGW	CUN		0	744
VS	LGW	HAV		0	744
VS	LGW	MBJ		0	744
VS	LGW	MCO		0	744
VS	LGW	UVF		0	332 333
VS	LHR	ATL		0	333
VS	LHR	BOS		0	333
VS	LHR	DEL		0	789
VS	LHR	EWR		0	333
VS	LHR	HKG		0	789
VS	LHR	IAD		0	333
VS	LHR	JFK		0	333 346 351 789
VS	LHR	JNB		0	789
VS	LHR	LAS		0	789
VS	LHR	LAX		0	789
VS	LHR	LOS		0	333
VS	LHR	MIA		0	333
VS	LHR	PVG		0	789
VS	LHR	SEA		0	789
VS	LHR	SFO		0	789
VS	LHR	TLV		0	333
VS	MAN	ATL		0	744
VS	MAN	BGI		0	744
VS	MAN	JFK		0	744
VS	MAN	MCO		0	744
VS	UVF	GND		0	333
VS	UVF	TAB		0	333
VT	AHE	XMH		0	AT7
VT	APK	XMH		0	BET
VT	AXR	AHE		0	ATR
VT	AXR	KKR		0	AT4
VT	BOB	HUH		0	AT7
VT	BOB	MAU		0	AT4
VT	BOB	MOZ		0	ATR
VT	BOB	RFP		0	ATR
VT	BOB	RGI		0	ATR
VT	FAV	FAC		0	ATR
VT	FAV	RGI		0	AT7
VT	FAV	RKA		0	ATR
VT	FAV	TJN		0	BET
VT	HOI	FHZ		0	BET
VT	HOI	GMR		0	ATR
VT	HOI	HHZ		0	AT4
VT	HOI	MKP		0	ATR
VT	HOI	NUK		0	BET
VT	HOI	TJN		0	BET
VT	HOI	VHZ		0	AT4
VT	HOI	ZTA		0	AT4
VT	MKP	FHZ		0	BET
VT	MOZ	HUH		0	ATR
VT	MOZ	RFP		0	ATR
VT	NHV	AUQ		0	ATR
VT	NIU	KKR		0	ATR
VT	PKP	FGU		0	AT4
VT	PKP	NAU		0	AT4
VT	PPT	AAA		0	AT7
VT	PPT	AHE		0	ATR
VT	PPT	APK		0	BET DHT
VT	PPT	AUQ		0	AT7
VT	PPT	AXR		0	ATR
VT	PPT	BOB		0	ATR
VT	PPT	FAC		0	ATR
VT	PPT	FAV		0	ATR
VT	PPT	FGU		0	ATR
VT	PPT	GMR		0	ATR
VT	PPT	HOI		0	ATR
VT	PPT	HUH		0	ATR
VT	PPT	KHZ		0	ATR
VT	PPT	KKR		0	AT4
VT	PPT	MAU		0	ATR
VT	PPT	MKP		0	BET ATR
VT	PPT	MOZ		0	ATR
VT	PPT	MVT		0	AT7
VT	PPT	NHV		0	ATR
VT	PPT	RAR		0	ATR
VT	PPT	RFP		0	ATR
VT	PPT	RGI		0	ATR
VT	PPT	RKA		0	AT7
VT	PPT	RMT		0	AT7
VT	PPT	RRR		0	ATR
VT	PPT	RUR		0	ATR
VT	PPT	RVV		0	ATR
VT	PPT	TIH		0	ATR
VT	PPT	TKV		0	AT7
VT	PPT	TKX		0	ATR
VT	PPT	TUB		0	ATR
VT	PPT	XMH		0	ATR
VT	PUK	REA		0	AT4
VT	PUK	TKV		0	AT4
VT	RFP	HUH		0	ATR
VT	RFP	MAU		0	ATR
VT	RGI	BOB		0	ATR
VT	RGI	MVT		0	ATR
VT	RGI	RKA		0	ATR
VT	RGI	TIH		0	ATR
VT	RGI	TKX		0	ATR
VT	RKA	KHZ		0	AT7
VT	RMT	RUR		0	AT7
VT	RRR	AAA		0	AT7
VT	RUR	RMT		0	ATR
VT	RUR	TUB		0	ATR
VT	TKX	TKP		0	ATR
VT	TKX	XMH		0	AT7
VT	TUB	RUR		0	ATR
VT	TUB	RVV		0	ATR
VT	UAH	AUQ		0	DHT
VT	UAH	NHV		0	DHT
VT	UAH	UAP		0	DHT
VT	UAP	AUQ		0	DHT
VT	UAP	NHV		0	DHT
VT	ZTA	NUK		0	AT4
VV	LIM	AQP		0	320
VV	LIM	CUZ		0	320
VV	LIM	IQT		0	320
VV	LIM	PIU		0	320
VV	LIM	TPP		0	320
VW	MEX	ACA		0	AT7
VW	MEX	CLQ		0	AT7
VW	MEX	CVM		0	AT7
VW	MEX	GDL		0	AT7
VW	MEX	IZT		0	AT7
VW	MEX	LZC		0	AT5 AT7
VW	MEX	MFE		0	AT5 AT7
VW	MEX	OAX		0	AT5 AT7
VW	MEX	PAZ		0	AT5 AT7
VW	MEX	PDS		0	AT7
VW	MEX	PXM		0	AT7
VW	MEX	SLP		0	AT5 AT7
VW	MEX	TPQ		0	AT5 AT7
VW	MEX	VER		0	AT5 AT7
VW	MEX	ZIH		0	AT5 AT7
VW	GDL	PBC		0	AT7
VW	GDL	PVR		0	AT7
VY	AGP	ACE		0	320
VY	AGP	AMS		0	320
VY	AGP	BCN		0	320 321
VY	AGP	BIO		0	320
VY	AGP	BRU		0	320
VY	AGP	CWL		0	320
VY	AGP	FCO		0	320
VY	AGP	FUE		0	320
VY	AGP	LPA		0	320
VY	AGP	LYS		0	320
VY	AGP	NTE		0	320
VY	AGP	ORY		0	320
VY	AGP	OVD		0	320
VY	AGP	PMI		0	320
VY	AGP	SCQ		0	320
VY	AGP	TFN		0	320
VY	AGP	ZRH		0	320
VY	ALC	ALG		0	320
VY	ALC	AMS		0	320
VY	ALC	BCN		0	320 321
VY	ALC	BIO		0	320
VY	ALC	BRU		0	320
VY	ALC	CWL		0	320
VY	ALC	FCO		0	320
VY	ALC	ORN		0	320
VY	ALC	ORY		0	320
VY	ALC	PMI		0	320
VY	ALC	SCQ		0	320
VY	ALC	TFS		0	320
VY	ALC	ZRH		0	320
VY	AMS	LIS		0	320
VY	AMS	LTN		0	320
VY	BCN	AAL		0	320
VY	BCN	ACE		0	320 321
VY	BCN	ALG		0	319 320
VY	BCN	AMS		0	320 321
VY	BCN	ARN		0	320
VY	BCN	ATH		0	321
VY	BCN	BEY		0	321
VY	BCN	BHX		0	320
VY	BCN	BIO		0	320 321
VY	BCN	BJL		0	320
VY	BCN	BLQ		0	320
VY	BCN	BOD		0	320
VY	BCN	BRI		0	320
VY	BCN	BRU		0	320
VY	BCN	BUD		0	320
VY	BCN	CAG		0	320
VY	BCN	CDG		0	320
VY	BCN	CPH		0	320 321
VY	BCN	CTA		0	320
VY	BCN	DBV		0	320
VY	BCN	DME		0	320
VY	BCN	DSS		0	320
VY	BCN	DUB		0	320
VY	BCN	DUS		0	320
VY	BCN	EAS		0	319
VY	BCN	EDI		0	320
VY	BCN	FCO		0	320 321
VY	BCN	FLR		0	319
VY	BCN	FUE		0	320
VY	BCN	GOT		0	320
VY	BCN	GRX		0	320 321
VY	BCN	GVA		0	320
VY	BCN	HAJ		0	319 320
VY	BCN	HAM		0	320
VY	BCN	HEL		0	320
VY	BCN	IBZ		0	320 321
VY	BCN	LCG		0	320
VY	BCN	LED		0	320
VY	BCN	LEI		0	320
VY	BCN	LGW		0	320 321
VY	BCN	LIS		0	320 321
VY	BCN	LPA		0	320 321
VY	BCN	LYS		0	320
VY	BCN	MAD		0	320
VY	BCN	MAH		0	320
VY	BCN	MAN		0	320
VY	BCN	MLA		0	320
VY	BCN	MRS		0	320
VY	BCN	MUC		0	320
VY	BCN	MXP		0	320 321
VY	BCN	NAP		0	320
VY	BCN	NCE		0	320
VY	BCN	NTE		0	320
VY	BCN	NUE		0	320
VY	BCN	OLB		0	320
VY	BCN	OPO		0	320
VY	BCN	ORN		0	319 320
VY	BCN	ORY		0	320 321
VY	BCN	OSL		0	320
VY	BCN	OVD		0	320
VY	BCN	PMI		0	320 321
VY	BCN	PMO		0	320
VY	BCN	PRG		0	320
VY	BCN	PSA		0	320
VY	BCN	RAK		0	320
VY	BCN	RNS		0	320
VY	BCN	SCQ		0	320 321
VY	BCN	SDR		0	320
VY	BCN	SPC		0	320
VY	BCN	STR		0	321
VY	BCN	SVQ		0	320 321
VY	BCN	TFN		0	320 321
VY	BCN	TFS		0	320
VY	BCN	TLS		0	320
VY	BCN	TLV		0	320
VY	BCN	TNG		0	320
VY	BCN	TRN		0	320
VY	BCN	TXL		0	320
VY	BCN	VCE		0	320 321
VY	BCN	VGO		0	319 320
VY	BCN	VIE		0	320 321
VY	BCN	VLC		0	319 320
VY	BCN	VLL		0	320
VY	BCN	XRY		0	320
VY	BCN	ZRH		0	320
VY	BIO	ACE		0	320
VY	BIO	AMS		0	320
VY	BIO	CDG		0	320
VY	BIO	FCO		0	320
VY	BIO	FUE		0	320
VY	BIO	GRX		0	320
VY	BIO	IBZ		0	320
VY	BIO	LGW		0	320
VY	BIO	LIS		0	320
VY	BIO	LPA		0	320
VY	BIO	MXP		0	320
VY	BIO	PMI		0	320
VY	BIO	SVQ		0	320
VY	BIO	TFN		0	320
VY	BIO	VLC		0	320
VY	BIO	XRY		0	320
VY	CDG	FUE		0	320
VY	CDG	GRX		0	320
VY	CDG	LGW		0	320
VY	CDG	LPA		0	320
VY	CDG	MAD		0	320
VY	CDG	PRG		0	320
VY	CDG	VCE		0	320
VY	CDG	VIE		0	320
VY	FCO	AMS		0	320
VY	FCO	CDG		0	320
VY	FCO	CTA		0	320
VY	FCO	DBV		0	320
VY	FCO	FUE		0	320
VY	FCO	LGW		0	320
VY	FCO	LPA		0	320
VY	FCO	LYS		0	320
VY	FCO	MAD		0	320
VY	FCO	MRS		0	320
VY	FCO	MUC		0	320
VY	FCO	NTE		0	320
VY	FCO	PMO		0	320
VY	FCO	PRG		0	320
VY	FCO	TFS		0	320
VY	FCO	TLV		0	320
VY	FCO	VIE		0	320
VY	FLR	AMS		0	319
VY	FLR	BCN		0	319
VY	FLR	CPH		0	319
VY	FLR	CTA		0	319
VY	FLR	LGW		0	319
VY	FLR	MAD		0	319
VY	FLR	ORY		0	319
VY	FLR	PMO		0	319
VY	LCG	LHR		0	320
VY	MXP	ORY		0	321
VY	LPA	FCO		0	320
VY	LPA	GRX		0	320
VY	LPA	NTE		0	320
VY	LPA	LCG		0	320
VY	LPA	LYS		0	320
VY	LPA	SVQ		0	320
VY	ORY	ACE		0	321
VY	ORY	CPH		0	321
VY	ORY	FCO		0	320 321
VY	ORY	IBZ		0	321
VY	ORY	LIS		0	321
